title,genres,runtime,vote_average,vote_count,year
Perry Mason: The Case of the Avenging Ace,['mystery'],91.0,6.0,1.0,1988
White Wedding,"['comedy', 'foreign', 'romance']",93.0,2.5,2.0,2009
Paranormal Drive,"['crime', 'horror']",85.0,6.4,4.0,2016
Life+1 Day,"['drama', 'thriller']",110.0,9.4,8.0,2016
Coming Through The Rye,['drama'],97.0,6.8,6.0,2016
Glen and Randa,"['adventure', 'science fiction']",93.0,4.7,3.0,1971
Pictures from Life's Other Side,[],46.0,0.0,0.0,1971
My Girlfriend's Wedding,[],61.0,5.0,1.0,1969
Kedi,['documentary'],80.0,7.4,21.0,2017
My Love Story!!,"['comedy', 'romance']",144.0,6.8,5.0,2015
A Grand Night In: The Story of Aardman,"['animation', 'documentary']",59.0,8.0,6.0,2015
The Advocate: A Missing Body,"['thriller', 'action']",117.0,7.3,9.0,2015
His Girlfriend,"['drama', 'romance']",103.0,6.0,1.0,2015
A Woman's Decision,['drama'],98.0,0.0,0.0,1975
Krummerne,"['family', 'comedy']",86.0,6.7,5.0,1991
Tru Loved,"['comedy', 'drama', 'romance']",102.0,5.5,11.0,2008
Perry Mason: The Case of the Lady in the Lake,"['crime', 'mystery']",95.0,6.0,2.0,1988
Christmas List,"['comedy', 'romance', 'tv movie']",84.0,7.1,7.0,2016
City of Dead Men,"['thriller', 'horror']",87.0,4.8,13.0,2014
The Ugly Duckling,['animation'],7.0,6.6,12.0,1931
The Ugly Duckling,"['animation', 'family']",75.0,6.5,2.0,2010
Five,"['comedy', 'drama']",87.0,7.4,11.0,2011
Rodeo and Juliet,"['romance', 'family']",88.0,4.0,4.0,2015
Iron Man,['drama'],73.0,0.0,1.0,1931
Pleasure Cruise,"['comedy', 'romance']",72.0,5.5,2.0,1933
The Caretaker,"['thriller', 'horror']",80.0,4.2,6.0,2016
The Crooked Man,['horror'],87.0,4.7,11.0,2016
The Road Builder,"['drama', 'horror', 'thriller']",97.0,6.6,8.0,1971
Wisdom of Changes - Richard Wilhelm and the I Ching,[],87.0,0.0,0.0,2011
Perry Mason: The Case of the Lethal Lesson,"['mystery', 'drama']",95.0,5.0,1.0,1989
Gabriel & Me,['drama'],84.0,7.0,1.0,2001
Barry,['drama'],104.0,5.1,47.0,2016
La Santa Muerte,[],100.0,3.5,2.0,2007
Campaign of Hate: Russia and Gay Propaganda,['documentary'],0.0,10.0,1.0,2014
Lou!,['comedy'],104.0,5.6,70.0,2014
Souvenir Strip of the Edison Kinetoscope,['documentary'],1.0,4.9,8.0,1894
¡A mí la legión!,[],82.0,4.5,2.0,1942
Wednesday 04:45,"['thriller', 'crime', 'drama']",116.0,7.3,3.0,2015
Hurricane Bianca,['comedy'],84.0,6.3,63.0,2016
Stratos,"['crime', 'drama']",137.0,5.8,5.0,2014
Bella Vita,['documentary'],0.0,10.0,1.0,2014
Bending Colours,"['action', 'documentary', 'adventure']",38.0,4.3,2.0,2012
Kleinruppin forever,['comedy'],103.0,6.0,3.0,2004
The Elementary School,"['comedy', 'drama', 'war']",100.0,7.5,14.0,1991
Room Full of Spoons,['documentary'],113.0,0.0,0.0,2016
Assassin's Creed,"['action', 'adventure', 'science fiction']",115.0,5.4,2776.0,2016
Dr. Cabbie,['comedy'],101.0,5.7,14.0,2014
Wishin' and Hopin',"['drama', 'comedy']",87.0,4.0,1.0,2014
Our Lovers,"['romance', 'comedy']",88.0,6.9,33.0,2016
Greater,"['family', 'drama']",130.0,7.5,25.0,2016
A Dog's Purpose,"['comedy', 'drama', 'family', 'fantasy']",100.0,6.6,657.0,2017
Long Live the Republic,"['war', 'drama']",134.0,8.3,3.0,1965
Casus Belli,[],11.0,7.0,3.0,2010
The Schoolboy,"['mystery', 'drama']",20.0,0.0,0.0,2015
The Cube,['drama'],53.0,7.4,11.0,1969
One Week and a Day,"['comedy', 'drama']",98.0,6.9,7.0,2016
Dangal,['drama'],161.0,8.0,140.0,2016
Hamlet at Elsinore,['drama'],170.0,0.0,0.0,1964
Perry Mason: The Case of the Musical Murder,"['crime', 'drama', 'mystery']",100.0,7.5,2.0,1989
Zombie Undead,['horror'],79.0,2.0,3.0,2010
Ecaterina Teodoroiu,"['war', 'drama']",108.0,0.0,0.0,1979
Blood and Ties,['thriller'],95.0,6.7,15.0,2013
The Darkest Dawn,['science fiction'],76.0,4.0,2.0,2016
Tolonen,['documentary'],0.0,0.0,0.0,2014
Perry Mason: The Case of the All-Star Assassin,"['crime', 'drama', 'mystery']",96.0,4.0,1.0,1989
Jingle Bells,['family'],48.0,0.0,0.0,1999
The Master and Margarita,"['drama', 'mystery', 'romance', 'fantasy']",128.0,5.6,6.0,1994
Bright Night,"['drama', 'mystery']",0.0,5.4,9.0,2015
Le passe-muraille,"['romance', 'comedy', 'fantasy']",,0.0,0.0,2016
Manifesto,['drama'],130.0,8.0,4.0,2017
Perry Mason: The Case of the Silenced Singer,"['drama', 'mystery']",90.0,6.0,1.0,1990
Jump,['drama'],84.0,6.4,7.0,2012
A Space Program,"['drama', 'documentary', 'adventure']",72.0,0.0,0.0,2015
Collective: Unconscious,[],81.0,7.0,3.0,2016
Perry Mason: The Case of the Defiant Daughter,['mystery'],100.0,5.0,1.0,1990
Thunder,"['animation', 'fantasy', 'mystery']",5.0,7.0,6.0,1982
This Summer Feeling,['drama'],110.0,6.4,8.0,2015
The Witching of Ben Wagner,"['adventure', 'family', 'drama', 'romance']",96.0,6.5,2.0,1990
The Little Kidnappers,"['tv movie', 'crime', 'drama']",92.0,5.0,2.0,1990
The Over-the-Hill Gang,"['action', 'adventure', 'comedy', 'western', 'tv movie']",75.0,5.0,4.0,1969
A Christmas Eve Miracle,"['comedy', 'family']",80.0,3.5,3.0,2015
Maula Jat,[],156.0,10.0,1.0,1979
Vehshi Jatt,[],0.0,0.0,0.0,1975
September Eleven 1683,"['drama', 'history', 'adventure']",114.0,6.4,8.0,2012
Perry Mason: The Case of the Poisoned Pen,['mystery'],95.0,5.0,1.0,1990
Hitlar,[],0.0,0.0,0.0,1980
"Master, Mistress, Servant",['drama'],152.0,6.5,2.0,1962
On Board,[],102.0,7.8,6.0,1998
George Carlin: Complaints & Grievances,"['comedy', 'documentary', 'tv movie']",56.0,7.8,19.0,2001
Beyond Valkyrie: Dawn of the Fourth Reich,"['action', 'war', 'history']",100.0,4.7,14.0,2016
Rara,"['family', 'drama']",88.0,7.0,8.0,2016
The Guillotines,"['action', 'history', 'adventure', 'drama']",113.0,5.4,27.0,2012
Packed In A Trunk: The Lost Art of Edith Lake Wilkinson,['documentary'],77.0,0.0,0.0,2015
"Bailout at 43,000",['drama'],78.0,0.0,0.0,1957
Marry Me,"['romance', 'comedy']",94.0,6.0,2.0,2015
Free Floating,"['drama', 'comedy', 'romance']",101.0,4.5,4.0,2006
Collide,"['thriller', 'action']",98.0,5.5,164.0,2016
Beep: A Documentary History of Game Sound,['documentary'],115.0,4.5,2.0,2016
Enter the Battlefield: Life on the Magic - The Gathering Pro Tour,['documentary'],65.0,6.5,4.0,2016
Mower Minions,"['comedy', 'animation']",4.0,6.8,54.0,2016
Motion Picture ('La sortie des ouvriers de l'usine Lumière à Lyon'),[],3.0,6.3,4.0,1984
Baby's Meal,['documentary'],1.0,5.4,22.0,1895
Panorama du grand Canal pris d'un bateau,['documentary'],1.0,5.7,7.0,1896
Demolition of a Wall,['documentary'],1.0,5.8,17.0,1896
"Fifth Avenue, New York",[],1.0,5.0,1.0,1897
Mounted Police Charge,[],1.0,4.0,2.0,1896
Mr. Edison at Work in His Chemical Laboratory,['documentary'],1.0,5.0,6.0,1897
The Boxing Cats (Prof. Welton's),['comedy'],1.0,6.3,6.0,1894
Annabelle Serpentine Dance,['documentary'],1.0,5.7,20.0,1895
Sioux Ghost Dance,['documentary'],1.0,4.3,4.0,1894
Sandow,[],1.0,5.0,7.0,1896
Hadj Cheriff,[],1.0,3.5,2.0,1894
Annie Oakley,['documentary'],1.0,6.3,10.0,1894
The Sick Kitten,['drama'],1.0,5.3,11.0,1903
A Morning Bath,[],1.0,4.4,5.0,1896
Panorama of Esplanade by Night,[],1.0,10.0,1.0,1901
Black Diamond Express,['documentary'],1.0,6.0,1.0,1896
Gold Rush Scenes in the Klondike,[],1.0,6.0,1.0,1899
An Interesting Story,['comedy'],4.0,6.5,2.0,1904
The Lonedale Operator,[],17.0,6.5,6.0,1911
"Good Luck Charlie, It's Christmas!","['comedy', 'family']",85.0,6.0,79.0,2011
Microwave Massacre,['horror'],76.0,4.8,19.0,1983
María (y los demás),"['comedy', 'drama']",90.0,5.7,8.0,2016
El rei borni,"['drama', 'comedy']",,5.4,8.0,2016
Patriots Day,"['crime', 'drama', 'thriller']",133.0,6.8,631.0,2016
Gold,"['thriller', 'adventure', 'drama']",120.0,6.6,403.0,2016
"For a Moment, Freedom","['adventure', 'drama']",110.0,5.6,6.0,2008
Shadow of the Wolf,"['drama', 'adventure']",112.0,5.1,5.0,1992
Tinker Ticker,['drama'],102.0,6.8,4.0,2014
Seasons,['documentary'],96.0,6.5,29.0,2016
Perry Mason: The Case of the Ruthless Reporter,"['drama', 'thriller']",95.0,6.0,1.0,1991
Western Spaghetti,[],2.0,6.9,15.0,2008
Sobriety,['drama'],2.0,0.0,0.0,2016
I Am Femen,['documentary'],95.0,5.0,1.0,2014
The Little Hours,['comedy'],89.0,5.9,36.0,2017
First Born,['horror'],86.0,5.5,20.0,2016
Hercules: Zero to Hero,[],70.0,6.0,3.0,1999
The Woman in the Septic Tank 2: Forever Is Not Enough,['comedy'],90.0,0.0,0.0,2016
Seclusion,['horror'],90.0,7.5,3.0,2016
The Third Party,"['comedy', 'romance']",120.0,8.0,1.0,2016
Adventures in Dinosaur City,"['fantasy', 'adventure', 'family']",88.0,3.7,7.0,1991
Dexter's Laboratory: Ego Trip,"['animation', 'comedy', 'family', 'science fiction']",50.0,7.4,9.0,1999
Scary Godmother: Halloween Spooktakular,"['animation', 'family', 'comedy']",47.0,6.0,4.0,2003
Top Star,"['foreign', 'drama']",107.0,8.0,2.0,2013
The Twelve Gold Medallions,"['action', 'drama', 'foreign']",102.0,6.8,5.0,1970
Thru the Wire,"['drama', 'music']",6.0,4.8,4.0,1987
Big Bullet,"['action', 'crime']",87.0,7.3,3.0,1996
Eagle Shooting Heroes,"['action', 'comedy']",103.0,7.0,24.0,1993
Jon Richardson Live: Nidiot,['comedy'],87.0,0.0,0.0,2014
Milk,['drama'],10.0,7.4,4.0,1998
Dog,['drama'],10.0,7.2,3.0,2001
Wasp,['drama'],26.0,7.1,20.0,2003
Why Blame It on the Child?,"['comedy', 'romance']",105.0,6.7,87.0,2016
Perry Mason: The Case of the Maligned Mobster,['mystery'],95.0,6.0,2.0,1991
The Aftermath,"['action', 'adventure', 'science fiction', 'horror']",95.0,4.7,8.0,1982
Munchie Strikes Back,"['fantasy', 'family', 'comedy']",0.0,3.0,2.0,1994
Ballerina,"['animation', 'family', 'adventure', 'comedy']",89.0,7.1,415.0,2016
In un posto bellissimo,['drama'],,4.5,4.0,2015
Nemiche per la pelle,['comedy'],,5.7,31.0,2016
How Sarah Got Her Wings,[],88.0,5.8,15.0,2015
Shank,"['drama', 'action']",94.0,4.9,15.0,2009
"Raging Sun, Raging Sky","['drama', 'fantasy']",191.0,4.0,7.0,2009
Fist Fight,['comedy'],91.0,6.2,339.0,2017
Monster Trucks,"['action', 'comedy', 'science fiction']",105.0,6.0,209.0,2016
Sleepless,"['action', 'crime', 'thriller']",95.0,5.8,345.0,2017
A Cure for Wellness,"['mystery', 'thriller', 'horror', 'science fiction']",146.0,6.0,939.0,2017
Beyond The Edge,"['documentary', 'drama']",93.0,7.1,9.0,2013
He's a Dragon,"['adventure', 'fantasy', 'romance']",110.0,6.6,38.0,2015
Perry Mason: The Case of the Glass Coffin,"['drama', 'thriller', 'crime']",100.0,7.0,1.0,1991
Beyond Our Ken,"['drama', 'romance', 'foreign']",97.0,0.0,0.0,2004
Swept Under,"['thriller', 'drama', 'crime']",91.0,4.4,12.0,2015
Red Dog: True Blue,"['comedy', 'drama', 'family']",88.0,5.9,9.0,2016
The Last Dragonslayer,"['comedy', 'adventure', 'fantasy']",135.0,5.9,9.0,2016
Quel bravo ragazzo,['comedy'],0.0,4.9,50.0,2016
Don't Blink: Robert Frank,['documentary'],82.0,8.0,1.0,2015
Rock Hudson's Home Movies,['documentary'],63.0,5.0,1.0,1992
Across the River,"['thriller', 'horror', 'mystery']",87.0,4.9,17.0,2013
Perry Mason: The Case of the Fatal Fashion,['mystery'],95.0,6.0,1.0,1991
The Capture of the Green River Killer,"['drama', 'mystery', 'thriller', 'crime']",180.0,7.3,2.0,2008
Perry Mason: The Case of the Fatal Framing,"['crime', 'drama', 'mystery', 'tv movie']",91.0,5.0,1.0,1992
Perry Mason: The Case of the Reckless Romeo,"['drama', 'mystery']",86.0,0.0,0.0,1992
Galaxy Hunter,['science fiction'],86.0,5.0,1.0,2004
All We Had,['drama'],105.0,5.8,18.0,2016
Poison Ivy: The Secret Society,"['thriller', 'tv movie', 'drama']",95.0,4.2,12.0,2008
Superheroes: A Never-Ending Battle,['documentary'],156.0,8.0,2.0,2013
Garfunkel and Oates: Trying to be Special,['comedy'],62.0,7.7,6.0,2016
The Unknown Girl,"['thriller', 'drama', 'crime']",106.0,5.9,62.0,2016
Eternity,"['drama', 'romance']",115.0,5.4,36.0,2016
Brian Posehn: The Fartist,['comedy'],58.0,7.4,4.0,2013
Billy Gardell: Halftime,['comedy'],60.0,0.0,0.0,2011
Heroes Wanted,['comedy'],0.0,4.5,40.0,2016
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,"['adventure', 'comedy']",108.0,6.5,31.0,2016
Viking,"['history', 'action', 'drama']",133.0,5.1,29.0,2016
The Snow Queen 3: Fire and Ice,"['family', 'animation', 'fantasy']",80.0,8.5,2.0,2016
El taxi de los conflictos,['comedy'],100.0,0.0,0.0,1973
Life of the Party,"['drama', 'comedy']",50.0,0.0,0.0,1920
Good Fortune,['documentary'],70.0,0.0,0.0,2009
Hunting Season,"['mystery', 'crime', 'drama', 'thriller']",144.0,7.1,27.0,2010
The Broken Landlord,"['drama', 'comedy']",101.0,8.4,12.0,1985
Playing Beatie Bow,['fantasy'],93.0,0.0,0.0,1986
The Man,"['drama', 'comedy']",93.0,0.0,1.0,2017
My Beautiful Country,['drama'],88.0,4.3,2.0,2013
Sheep & Wolves,"['adventure', 'animation', 'comedy', 'family', 'fantasy', 'romance']",97.0,6.5,11.0,2016
The Gaul,['action'],124.0,2.9,12.0,2001
Tonio,['drama'],100.0,6.3,3.0,2016
A Street Cat Named Bob,"['drama', 'family', 'comedy']",103.0,7.5,195.0,2016
Mr. Vampire 2,"['horror', 'action', 'comedy']",89.0,7.0,4.0,1986
Brothers in Arms,['western'],85.0,2.7,5.0,2005
xXx: Return of Xander Cage,"['action', 'adventure', 'crime']",107.0,5.5,1497.0,2017
The Bye Bye Man,"['horror', 'thriller']",96.0,5.1,262.0,2017
Blood on the Mountain,['documentary'],93.0,8.7,3.0,2016
Prevenge,"['horror', 'comedy', 'drama', 'thriller', 'fantasy']",88.0,6.1,43.0,2017
The Lego Batman Movie,"['action', 'animation', 'comedy', 'family', 'fantasy']",104.0,7.2,1473.0,2017
The Beckoning Silence,"['action', 'documentary', 'drama']",73.0,6.7,10.0,2007
Closer to God,"['horror', 'science fiction', 'thriller']",81.0,5.5,15.0,2015
Of Two Minds,['documentary'],96.0,8.0,2.0,2012
Bigfootville,[],0.0,0.0,0.0,2002
DC Showcase: Catwoman,"['action', 'adventure', 'animation', 'science fiction']",15.0,6.5,36.0,2011
Batman Beyond Darwyn Cooke's Batman 75th Anniversary Short,"['action', 'animation', 'science fiction']",1.0,7.7,12.0,2014
Batman: Strange Days,"['action', 'animation']",3.0,7.5,37.0,2014
Superman 75,"['documentary', 'animation']",2.0,7.4,19.0,2013
The Victoria's Secret Fashion Show 2001,"['tv movie', 'documentary']",50.0,0.0,0.0,2001
Christmas Time In South Park,[],154.0,7.8,23.0,2000
The Spirit of Christmas,"['animation', 'comedy']",5.0,7.7,9.0,1995
The Spirit of Christmas,"['animation', 'comedy', 'thriller']",4.0,7.0,7.0,1992
Trailer Park Boys: Say Goodnight to the Bad Guys,['comedy'],60.0,7.6,18.0,2008
She's Too Young,['drama'],88.0,5.4,7.0,2004
Superman/Shazam!: The Return of Black Adam,"['animation', 'action']",25.0,7.1,77.0,2010
Swearnet Live,['comedy'],75.0,6.0,2.0,2014
Trailer Park Boys - Live in F**kin' Dublin,['comedy'],81.0,6.0,12.0,2014
When the Bough Breaks,"['mystery', 'drama', 'horror']",97.0,5.3,93.0,2016
Déjà vu,['comedy'],108.0,7.9,5.0,1989
The Good Boy,"['comedy', 'drama', 'family']",95.0,5.1,8.0,2016
"What's Opera, Doc?","['animation', 'comedy']",7.0,7.6,35.0,1957
Frantz,"['history', 'drama', 'romance']",113.0,7.5,168.0,2016
Lace Crater,"['horror', 'comedy', 'drama', 'fantasy']",83.0,4.8,4.0,2015
Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,['comedy'],87.0,7.1,14.0,2016
The 24 Hour War,['documentary'],99.0,7.8,4.0,2016
Deep Evil,"['science fiction', 'thriller']",90.0,3.3,6.0,2004
Full Speed,"['family', 'comedy']",91.0,5.8,105.0,2016
Fear of the Flesh: The Making of The Fly,['documentary'],136.0,8.0,1.0,2005
The Black Panther,"['drama', 'crime', 'horror']",102.0,5.5,5.0,1977
Mothers of Men,['drama'],64.0,0.0,0.0,1917
A Wedding,['drama'],95.0,6.3,20.0,2017
The Hollow,"['crime', 'drama', 'mystery', 'thriller']",128.0,5.0,14.0,2016
Wizard Mode,['documentary'],82.0,7.0,5.0,2016
The Ideal,['comedy'],90.0,5.3,53.0,2016
Perry Mason: The Case of the Heartbroken Bride,"['drama', 'thriller']",90.0,0.0,0.0,1992
The Unspoken,"['thriller', 'horror']",90.0,4.5,20.0,2015
Bartleby,['drama'],78.0,0.0,0.0,1970
Freedom Road,['drama'],186.0,3.5,2.0,1979
The Invisible Guest,"['mystery', 'crime', 'thriller']",106.0,8.1,395.0,2016
How Videogames Changed the World,['documentary'],97.0,6.9,10.0,2013
Perry Mason: The Case of the Skin-Deep Scandal,"['drama', 'mystery']",91.0,0.0,0.0,1993
Kung Fu Yoga,"['mystery', 'action', 'adventure', 'comedy']",130.0,5.9,50.0,2017
Rangoon,"['war', 'history', 'drama', 'romance']",167.0,7.0,10.0,2017
Death Race 2050,"['action', 'comedy', 'science fiction']",93.0,3.7,43.0,2017
The Night My Mother Killed My Father,['comedy'],94.0,6.3,25.0,2016
Burn Country,"['drama', 'thriller', 'war']",102.0,5.3,12.0,2016
One Piece Film: GOLD,"['action', 'animation', 'adventure', 'comedy']",120.0,7.3,58.0,2016
The Zero Boys,"['horror', 'action', 'thriller']",89.0,5.3,8.0,1986
"Dana Carvey: Straight White Male, 60",['comedy'],64.0,6.6,7.0,2016
Bright Lights: Starring Carrie Fisher and Debbie Reynolds,['documentary'],95.0,7.4,26.0,2016
Trespass Against Us,"['action', 'drama', 'crime', 'thriller']",99.0,6.0,59.0,2017
Master,"['crime', 'action']",143.0,7.0,12.0,2016
The Perfect Physique,[],108.0,5.5,4.0,2015
Claire in Motion,['drama'],83.0,4.9,9.0,2017
Homerun,"['family', 'drama']",108.0,5.5,4.0,2003
The White Helmets,"['documentary', 'war']",40.0,7.9,56.0,2016
The Miracle Rider,"['western', 'action']",306.0,4.0,2.0,1935
The Phantom,['action'],299.0,0.0,0.0,1943
Angelfist,"['thriller', 'action']",80.0,6.0,4.0,1993
Kill Zone,"['action', 'thriller', 'war']",81.0,1.0,1.0,1993
Dune Warriors,['fantasy'],0.0,3.3,5.0,1991
Eddie Griffin: You Can Tell 'Em I Said It,['comedy'],82.0,6.4,4.0,2011
The Sisterhood,"['action', 'adventure', 'science fiction']",75.0,3.5,3.0,1988
Equalizer 2000,"['action', 'adventure', 'science fiction']",85.0,4.5,4.0,1987
Silk,"['action', 'drama', 'crime']",84.0,4.3,2.0,1986
Wheels of Fire,"['action', 'adventure', 'science fiction']",81.0,5.1,5.0,1985
Bloodfist 2050,['action'],78.0,2.7,3.0,2005
How to Win the US Presidency,['documentary'],50.0,0.0,0.0,2016
Hitler's Olympics,"['history', 'documentary']",44.0,0.0,0.0,2016
The Sklar Brothers: What Are We Talking About?,['comedy'],69.0,4.0,1.0,2014
All Work All Play: The Pursuit of eSports Glory Live,['documentary'],90.0,5.9,9.0,2015
Demetri Martin. Person.,"['comedy', 'tv movie']",42.0,6.9,9.0,2007
Jeff Foxworthy: Totally Committed,['comedy'],56.0,0.0,0.0,1998
Them Idiots: Whirled Tour,['comedy'],120.0,6.9,4.0,2012
Mama,"['adventure', 'family', 'fantasy']",83.0,5.8,7.0,1976
The Secret of Arkandias,"['fantasy', 'comedy', 'adventure']",91.0,5.6,27.0,2014
Hallelujah!,['comedy'],91.0,5.5,38.0,2009
Past Life,['drama'],110.0,8.0,3.0,2016
Singapore GaGa,['documentary'],55.0,0.0,0.0,2005
Coin Heist,"['family', 'crime']",97.0,5.1,61.0,2017
I'm Not Ashamed,['drama'],112.0,7.0,27.0,2016
A Cinderella Christmas,"['romance', 'comedy']",0.0,6.4,14.0,2016
Rupture,"['thriller', 'science fiction']",102.0,5.5,53.0,2016
Buddha in a Traffic Jam,"['thriller', 'crime']",114.0,5.0,1.0,2016
The Young Offenders,['comedy'],84.0,7.5,40.0,2016
Best and Most Beautiful Things,['documentary'],90.0,6.0,1.0,2016
Purgatory,"['horror', 'mystery']",83.0,5.3,3.0,2014
Wedding Bells,"['tv movie', 'romance']",84.0,5.5,3.0,2016
Tulips in Spring,"['drama', 'tv movie', 'romance']",84.0,5.1,4.0,2016
Summer Love,"['tv movie', 'romance']",84.0,6.1,8.0,2016
Christmas Land,['family'],83.0,6.7,11.0,2015
Die goldene Gans,"['family', 'fantasy']",,0.0,0.0,2013
The Watermill Princess,"['family', 'fantasy', 'comedy']",99.0,5.5,3.0,1994
The Golden Goose,['fantasy'],67.0,6.5,4.0,1964
A Christmas Wish,"['family', 'drama', 'comedy']",93.0,5.9,11.0,2011
Tini: The New Life of Violetta,"['comedy', 'drama', 'music']",95.0,6.8,85.0,2016
Christmas Belle,"['drama', 'romance']",90.0,5.8,4.0,2013
The Third Prince,"['fantasy', 'romance', 'family']",84.0,5.3,4.0,1982
The Salt Prince,"['fantasy', 'family']",85.0,5.1,4.0,1983
Christmas Angel,"['comedy', 'drama', 'romance']",87.0,6.5,4.0,2009
Christmas in Boston,"['comedy', 'drama', 'romance']",136.0,5.5,14.0,2005
Summer in the City,"['romance', 'comedy']",84.0,5.0,5.0,2016
Marvel One-Shot: Agent Carter,"['action', 'adventure', 'science fiction', 'fantasy']",15.0,7.5,183.0,2013
Cup of Love,['romance'],90.0,2.0,1.0,2016
A Prince for Christmas,"['romance', 'tv movie']",84.0,6.1,8.0,2015
Lea to the Rescue,['family'],0.0,5.4,5.0,2016
The Good Witch's Garden,"['tv movie', 'comedy', 'family', 'fantasy', 'romance']",85.0,5.8,22.0,2009
The Good Witch's Gift,"['drama', 'family', 'fantasy']",84.0,5.5,18.0,2010
Advance & Retreat,['romance'],87.0,6.7,3.0,2016
Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,"['science fiction', 'fantasy']",4.0,7.0,72.0,2011
A December Bride,"['romance', 'tv movie']",120.0,5.9,9.0,2016
Girlfriends of Christmas Past,"['romance', 'comedy']",0.0,0.0,0.0,2016
A Nutcracker Christmas,"['drama', 'family', 'tv movie', 'romance']",86.0,6.2,5.0,2016
The Mistletoe Promise,"['comedy', 'romance', 'tv movie']",84.0,6.5,11.0,2016
Late Bloomer,[],87.0,6.7,3.0,2016
Sleigh Bells Ring,"['tv movie', 'romance']",82.0,5.7,3.0,2016
After the Fall,"['drama', 'tv movie']",84.0,6.0,2.0,2010
Lucky Girl,['drama'],95.0,6.0,9.0,2001
The King's Choice,"['war', 'action', 'drama']",133.0,6.6,14.0,2016
Rings,['horror'],102.0,4.8,1075.0,2017
Sword Master,['action'],108.0,6.8,12.0,2016
The Secret of Blood Island,[],84.0,0.0,0.0,1964
Beautiful Noise,"['music', 'documentary']",90.0,6.6,4.0,2014
Special Delivery,[],7.0,7.3,4.0,1978
Ferocious Planet,"['adventure', 'action', 'thriller', 'science fiction']",89.0,3.8,20.0,2011
We Can Be Heroes!,"['family', 'drama']",89.0,3.3,3.0,2002
Max and Mona,[],98.0,8.0,1.0,2004
Beck 06 - Monstret,['crime'],90.0,5.0,5.0,1998
Bejewelled,"['action', 'tv movie', 'family', 'adventure']",93.0,0.0,0.0,1991
Bokhandlaren som slutade bada,"['comedy', 'drama']",99.0,6.0,1.0,1969
Födelsedagen,['drama'],114.0,0.0,0.0,2000
Gossip,"['comedy', 'drama']",134.0,3.0,1.0,2000
Kizumonogatari Part 2: Nekketsu,"['animation', 'fantasy', 'mystery']",68.0,8.9,11.0,2016
Cadena perpetua,"['crime', 'drama', 'thriller']",95.0,7.3,6.0,1979
25 Fireman's Street,"['foreign', 'drama', 'romance']",97.0,5.0,1.0,1973
Zvenigora,"['drama', 'fantasy']",90.0,7.8,6.0,1928
Perry Mason: The Case of the Telltale Talk Show Host,['drama'],96.0,6.0,1.0,1993
